2015-03-18 12:44:40,930:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:44:40,934:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:45:40,049:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:45:40,051:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:45:53,513:ERROR:JuggleFest.parse_input_file@L182: Failed to open the inputfile.
2015-03-18 12:45:53,513:WARNING:JuggleFest.<module>@L309: A problem was encountered while processing inputfile.
2015-03-18 12:46:22,151:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:46:22,153:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:46:22,154:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:46:22,154:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:46:34,108:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:46:34,109:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:49:30,581:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:49:30,582:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:49:41,334:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:49:41,335:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:49:41,335:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:49:41,336:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:50:35,312:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:50:35,312:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: False.
2015-03-18 12:50:35,312:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:50:35,313:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:50:48,150:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:50:48,150:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: False.
2015-03-18 12:51:26,752:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:51:26,752:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: False.
2015-03-18 12:51:26,753:DEBUG:JuggleFest.parse_input_file@L185:0 circuits and 0 jugglers parsed from inputfile.
2015-03-18 12:52:02,892:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:52:02,894:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:52:02,894:DEBUG:JuggleFest.parse_input_file@L185:0 circuits and 0 jugglers parsed from inputfile.
2015-03-18 12:52:29,611:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:52:29,611:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:52:29,612:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #0: H:10, E:8, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:32,142:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1064: H:10, E:1, P:2, Prefs[10]: C1608, C82, C1982, C481, C701, C798, C1455, C1339, C1436, C1384>
2015-03-18 12:52:32,144:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1065: H:5, E:10, P:6, Prefs[10]: C78, C422, C1500, C1644, C1579, C1137, C1910, C1457, C1275, C1480>
2015-03-18 12:52:32,144:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1066: H:1, E:3, P:0, Prefs[10]: C1619, C1064, C152, C1497, C692, C449, C1920, C1779, C494, C253>
2015-03-18 12:52:32,144:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1067: H:2, E:9, P:10, Prefs[10]: C109, C1701, C1342, C798, C805, C1960, C1121, C1588, C1286, C866>
2015-03-18 12:52:32,145:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1068: H:9, E:8, P:10, Prefs[10]: C981, C1076, C1385, C780, C1053, C1635, C1386, C1730, C1075, C1860>
2015-03-18 12:52:32,145:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1069: H:7, E:2, P:0, Prefs[10]: C1531, C484, C222, C1329, C81, C697, C1992, C100, C1800, C714>
2015-03-18 12:52:32,147:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1070: H:6, E:1, P:6, Prefs[10]: C1994, C582, C1026, C613, C1140, C974, C798, C1529, C1076, C370>
2015-03-18 12:52:32,148:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1071: H:8, E:2, P:10, Prefs[10]: C1764, C1744, C1521, C19, C753, C1283, C607, C271, C746, C901>
2015-03-18 12:52:32,148:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1072: H:7, E:0, P:1, Prefs[10]: C664, C1635, C1105, C1741, C959, C146, C1297, C593, C397, C1364>
2015-03-18 12:52:32,150:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1073: H:0, E:5, P:10, Prefs[10]: C1454, C1897, C180, C1842, C1709, C798, C948, C1885, C931, C1916>
2015-03-18 12:52:32,151:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1074: H:3, E:2, P:10, Prefs[10]: C300, C1049, C384, C1239, C1256, C1749, C1840, C375, C1875, C1714>
2015-03-18 12:52:32,153:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1075: H:3, E:0, P:10, Prefs[10]: C1664, C365, C1983, C451, C1310, C1580, C1815, C276, C695, C1344>
2015-03-18 12:52:32,154:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1076: H:9, E:1, P:1, Prefs[10]: C678, C1035, C1664, C645, C362, C245, C763, C1525, C1740, C1344>
2015-03-18 12:52:32,154:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1077: H:6, E:10, P:8, Prefs[10]: C802, C1329, C877, C418, C1207, C209, C1139, C641, C1786, C652>
2015-03-18 12:52:32,155:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1078: H:6, E:10, P:8, Prefs[10]: C1874, C428, C110, C971, C40, C1200, C1585, C1889, C28, C25>
2015-03-18 12:52:32,155:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1079: H:7, E:1, P:5, Prefs[10]: C851, C1968, C384, C505, C427, C1423, C1490, C1468, C968, C940>
2015-03-18 12:52:32,157:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1080: H:2, E:7, P:10, Prefs[10]: C1985, C984, C1581, C1677, C1188, C1374, C1487, C1935, C370, C1283>
2015-03-18 12:52:32,158:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1081: H:0, E:6, P:0, Prefs[10]: C1668, C1174, C1655, C31, C639, C323, C1647, C169, C1029, C71>
2015-03-18 12:52:32,160:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1082: H:7, E:7, P:10, Prefs[10]: C1687, C475, C1276, C604, C881, C321, C1707, C1015, C399, C1086>
2015-03-18 12:52:32,161:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1083: H:9, E:7, P:7, Prefs[10]: C1338, C1272, C1672, C1036, C1185, C658, C1530, C1769, C1173, C1667>
2015-03-18 12:52:32,163:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1084: H:1, E:3, P:5, Prefs[10]: C848, C1136, C850, C1473, C1894, C1024, C335, C164, C1913, C926>
2015-03-18 12:52:32,164:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1085: H:5, E:4, P:2, Prefs[10]: C1745, C683, C368, C1114, C1708, C618, C1940, C49, C517, C1530>
2015-03-18 12:52:32,164:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1086: H:9, E:10, P:3, Prefs[10]: C1597, C378, C1201, C584, C1560, C650, C1101, C1055, C1270, C110>
2015-03-18 12:52:32,165:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1087: H:2, E:5, P:5, Prefs[10]: C655, C1521, C533, C164, C1274, C1424, C1617, C537, C932, C44>
2015-03-18 12:52:32,167:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1088: H:4, E:3, P:1, Prefs[10]: C868, C1918, C1595, C1003, C1616, C1024, C367, C1126, C1873, C12>
2015-03-18 12:52:32,167:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1089: H:2, E:0, P:0, Prefs[10]: C1580, C1097, C1660, C1328, C71, C1909, C1423, C235, C1966, C972>
2015-03-18 12:52:32,168:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1090: H:8, E:2, P:4, Prefs[10]: C1782, C1574, C747, C545, C1732, C1639, C1135, C1805, C1825, C136>
2015-03-18 12:52:32,168:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1091: H:5, E:0, P:10, Prefs[10]: C1615, C1738, C1214, C962, C1249, C634, C1148, C505, C1539, C1000>
2015-03-18 12:52:32,170:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1092: H:5, E:10, P:7, Prefs[10]: C810, C248, C1783, C1107, C1225, C1090, C66, C1329, C1065, C1175>
2015-03-18 12:52:32,171:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1093: H:8, E:10, P:3, Prefs[10]: C1640, C737, C228, C108, C734, C149, C1679, C240, C956, C43>
2015-03-18 12:52:32,171:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1094: H:8, E:5, P:8, Prefs[10]: C744, C870, C438, C755, C545, C295, C284, C35, C1663, C342>
2015-03-18 12:52:32,173:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1095: H:9, E:6, P:10, Prefs[10]: C1415, C184, C1080, C140, C1248, C1816, C1408, C404, C859, C158>
2015-03-18 12:52:32,174:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1096: H:3, E:4, P:1, Prefs[10]: C1181, C1273, C1255, C1687, C96, C26, C413, C549, C1332, C1256>
2015-03-18 12:52:32,174:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1097: H:2, E:7, P:2, Prefs[10]: C940, C1375, C359, C111, C810, C1763, C820, C1566, C91, C1176>
2015-03-18 12:52:32,176:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1098: H:9, E:7, P:0, Prefs[10]: C975, C1943, C1675, C1988, C960, C1833, C1636, C1401, C789, C1227>
2015-03-18 12:52:32,176:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1099: H:10, E:3, P:10, Prefs[10]: C913, C599, C1692, C1249, C1459, C74, C238, C1037, C63, C1164>
2015-03-18 12:52:32,177:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1100: H:0, E:3, P:7, Prefs[10]: C1498, C258, C680, C398, C1094, C580, C543, C328, C1260, C917>
2015-03-18 12:52:32,177:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1101: H:0, E:4, P:2, Prefs[10]: C55, C386, C1908, C59, C363, C1613, C747, C8, C1898, C260>
2015-03-18 12:52:32,178:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1102: H:2, E:3, P:1, Prefs[10]: C1376, C332, C671, C944, C531, C1605, C815, C74, C1862, C1561>
2015-03-18 12:52:32,180:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1103: H:6, E:6, P:0, Prefs[10]: C473, C857, C1889, C1449, C119, C1450, C1372, C1145, C912, C1664>
2015-03-18 12:52:32,180:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1104: H:1, E:2, P:1, Prefs[10]: C67, C401, C369, C852, C841, C1298, C520, C139, C1527, C968>
2015-03-18 12:52:32,181:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1105: H:1, E:7, P:4, Prefs[10]: C829, C158, C1195, C1297, C1878, C1968, C1838, C818, C1411, C888>
2015-03-18 12:52:32,183:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1106: H:2, E:5, P:4, Prefs[10]: C1980, C1483, C1919, C323, C616, C1768, C1109, C230, C1723, C385>
2015-03-18 12:52:32,184:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1107: H:4, E:4, P:10, Prefs[10]: C301, C856, C1199, C1876, C1578, C1061, C115, C1762, C1022, C1581>
2015-03-18 12:52:32,184:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1108: H:7, E:6, P:0, Prefs[10]: C38, C1030, C1647, C1073, C115, C1148, C1505, C1723, C1780, C1689>
2015-03-18 12:52:32,186:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1109: H:8, E:10, P:7, Prefs[10]: C1538, C884, C535, C30, C1036, C299, C1825, C154, C1381, C730>
2015-03-18 12:52:32,187:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1110: H:4, E:9, P:6, Prefs[10]: C454, C565, C703, C1522, C1578, C1264, C785, C148, C1521, C1114>
2015-03-18 12:52:32,187:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1111: H:10, E:10, P:3, Prefs[10]: C1069, C657, C933, C1810, C271, C105, C1560, C776, C847, C1667>
2015-03-18 12:52:32,187:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1112: H:10, E:10, P:9, Prefs[10]: C1037, C339, C1352, C53, C1346, C244, C1062, C1059, C698, C1350>
2015-03-18 12:52:32,188:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1113: H:3, E:10, P:0, Prefs[10]: C1656, C834, C1223, C269, C120, C537, C1958, C1969, C1637, C1626>
2015-03-18 12:52:32,190:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1114: H:2, E:5, P:6, Prefs[10]: C1534, C1764, C464, C267, C1165, C1174, C218, C1405, C1530, C238>
2015-03-18 12:52:32,190:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1115: H:4, E:6, P:8, Prefs[10]: C1610, C787, C1363, C1761, C1611, C1998, C1061, C294, C376, C1650>
2015-03-18 12:52:32,191:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1116: H:1, E:10, P:0, Prefs[10]: C414, C1772, C1570, C1727, C223, C1748, C1464, C1392, C101, C938>
2015-03-18 12:52:32,193:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1117: H:4, E:10, P:5, Prefs[10]: C1848, C1080, C978, C1000, C1986, C1570, C608, C1313, C1841, C1612>
2015-03-18 12:52:32,194:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1118: H:8, E:8, P:4, Prefs[10]: C1994, C1992, C1084, C300, C1883, C225, C1370, C348, C850, C1504>
2015-03-18 12:52:32,194:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1119: H:0, E:7, P:9, Prefs[10]: C1202, C1462, C544, C426, C1057, C1234, C1172, C781, C28, C620>
2015-03-18 12:52:32,196:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1120: H:4, E:5, P:7, Prefs[10]: C1536, C1458, C1348, C1302, C560, C1872, C1876, C1513, C265, C1163>
2015-03-18 12:52:32,196:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1121: H:3, E:2, P:7, Prefs[10]: C1052, C512, C1369, C311, C1872, C1314, C179, C1264, C926, C1832>
2015-03-18 12:52:32,197:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1122: H:4, E:0, P:4, Prefs[10]: C484, C1985, C941, C1811, C1857, C53, C307, C1423, C1851, C1937>
2015-03-18 12:52:32,197:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1123: H:7, E:6, P:7, Prefs[10]: C1494, C953, C1729, C713, C1624, C440, C322, C98, C911, C973>
2015-03-18 12:52:32,198:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1124: H:4, E:0, P:6, Prefs[10]: C4, C1523, C383, C1528, C465, C988, C1017, C190, C224, C534>
2015-03-18 12:52:32,198:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1125: H:10, E:10, P:6, Prefs[10]: C746, C1731, C1616, C765, C564, C904, C1938, C1187, C494, C1115>
2015-03-18 12:52:32,200:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1126: H:4, E:8, P:4, Prefs[10]: C1096, C708, C1155, C652, C1237, C510, C1492, C80, C1326, C298>
2015-03-18 12:52:32,200:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1127: H:3, E:0, P:3, Prefs[10]: C712, C1676, C1594, C1173, C438, C29, C521, C1238, C1368, C1451>
2015-03-18 12:52:32,201:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1128: H:5, E:10, P:2, Prefs[10]: C610, C790, C1979, C1183, C1127, C448, C1416, C184, C1509, C195>
2015-03-18 12:52:32,203:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1129: H:9, E:3, P:7, Prefs[10]: C1511, C1234, C1351, C1340, C1701, C802, C380, C1117, C505, C985>
2015-03-18 12:52:32,203:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1130: H:4, E:2, P:7, Prefs[10]: C1713, C121, C1684, C683, C330, C874, C614, C319, C1741, C1402>
2015-03-18 12:52:32,204:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1131: H:3, E:6, P:9, Prefs[10]: C1564, C1785, C1318, C501, C1865, C839, C623, C1711, C921, C1638>
2015-03-18 12:52:32,206:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1132: H:0, E:3, P:3, Prefs[10]: C1561, C280, C821, C227, C637, C625, C1838, C1273, C1271, C753>
2015-03-18 12:52:32,207:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1133: H:1, E:8, P:4, Prefs[10]: C1369, C1959, C1111, C700, C351, C1023, C1678, C464, C909, C1215>
2015-03-18 12:52:32,207:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1134: H:0, E:2, P:2, Prefs[10]: C1826, C1090, C1609, C1911, C1782, C568, C792, C62, C1508, C1323>
2015-03-18 12:52:32,209:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1135: H:10, E:7, P:5, Prefs[10]: C1296, C502, C224, C958, C1224, C129, C261, C404, C338, C472>
2015-03-18 12:52:32,210:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1136: H:3, E:9, P:8, Prefs[10]: C1851, C1332, C1524, C1836, C1878, C1759, C863, C906, C228, C1124>
2015-03-18 12:52:32,210:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1137: H:5, E:6, P:8, Prefs[10]: C260, C1907, C1996, C711, C353, C977, C1437, C44, C1575, C1635>
2015-03-18 12:52:32,211:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1138: H:10, E:0, P:0, Prefs[10]: C330, C1339, C693, C1962, C1406, C1376, C1216, C1599, C1840, C1676>
2015-03-18 12:52:32,211:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1139: H:10, E:5, P:4, Prefs[10]: C153, C1449, C613, C592, C696, C1084, C553, C178, C1433, C987>
2015-03-18 12:52:32,213:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1140: H:0, E:8, P:8, Prefs[10]: C244, C1767, C28, C1444, C1639, C775, C621, C1049, C1563, C226>
2015-03-18 12:52:32,213:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1141: H:8, E:2, P:3, Prefs[10]: C1452, C894, C1501, C1964, C1750, C1389, C1913, C1120, C935, C185>
2015-03-18 12:52:32,214:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1142: H:7, E:3, P:1, Prefs[10]: C1963, C1909, C269, C697, C1601, C363, C1833, C1810, C1111, C328>
2015-03-18 12:52:32,216:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1143: H:3, E:2, P:3, Prefs[10]: C28, C601, C326, C737, C178, C387, C1631, C932, C564, C1237>
2015-03-18 12:52:32,217:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1144: H:0, E:1, P:10, Prefs[10]: C743, C646, C590, C1449, C925, C1517, C1290, C1659, C1, C1369>
2015-03-18 12:52:32,217:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1145: H:0, E:8, P:8, Prefs[10]: C1396, C1748, C1365, C500, C411, C894, C553, C414, C168, C1184>
2015-03-18 12:52:32,219:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1146: H:1, E:2, P:1, Prefs[10]: C84, C795, C264, C1431, C75, C1092, C971, C867, C170, C1455>
2015-03-18 12:52:32,220:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1147: H:0, E:0, P:1, Prefs[10]: C1533, C570, C904, C257, C1022, C498, C1146, C1942, C1708, C1360>
2015-03-18 12:52:32,220:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1148: H:1, E:5, P:3, Prefs[10]: C597, C995, C99, C1694, C368, C422, C1528, C1714, C585, C607>
2015-03-18 12:52:32,221:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1149: H:8, E:7, P:0, Prefs[10]: C1879, C561, C1392, C1571, C1132, C371, C792, C717, C634, C1085>
2015-03-18 12:52:32,223:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1150: H:5, E:0, P:8, Prefs[10]: C930, C1770, C1307, C524, C1202, C717, C643, C1206, C1044, C178>
2015-03-18 12:52:32,223:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1151: H:3, E:7, P:9, Prefs[10]: C1428, C408, C1417, C1494, C1900, C796, C556, C1130, C426, C856>
2015-03-18 12:52:32,224:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1152: H:1, E:7, P:10, Prefs[10]: C476, C1209, C1376, C688, C1363, C72, C1270, C1103, C1253, C145>
2015-03-18 12:52:32,226:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1153: H:8, E:6, P:10, Prefs[10]: C175, C686, C902, C560, C1907, C979, C1947, C18, C1698, C976>
2015-03-18 12:52:32,226:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1154: H:4, E:3, P:1, Prefs[10]: C1687, C375, C761, C660, C1017, C1843, C1640, C806, C1470, C1239>
2015-03-18 12:52:32,227:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1155: H:9, E:1, P:9, Prefs[10]: C510, C1586, C1162, C1422, C685, C1960, C172, C124, C1545, C1281>
2015-03-18 12:52:32,227:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1156: H:3, E:6, P:5, Prefs[10]: C633, C214, C702, C1477, C126, C310, C638, C499, C1264, C88>
2015-03-18 12:52:32,229:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1157: H:5, E:7, P:0, Prefs[10]: C1455, C216, C374, C1933, C543, C790, C1855, C405, C765, C928>
2015-03-18 12:52:32,229:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1158: H:1, E:4, P:4, Prefs[10]: C1715, C507, C632, C1092, C685, C1775, C1190, C865, C314, C1903>
2015-03-18 12:52:32,230:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1159: H:0, E:7, P:4, Prefs[10]: C1800, C1869, C1333, C879, C1749, C404, C1312, C761, C827, C758>
2015-03-18 12:52:32,230:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1160: H:9, E:0, P:2, Prefs[10]: C1277, C393, C1781, C1984, C598, C1825, C1951, C665, C686, C1565>
2015-03-18 12:52:32,232:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1161: H:6, E:0, P:1, Prefs[10]: C1804, C1347, C700, C895, C825, C1538, C619, C401, C598, C1102>
2015-03-18 12:52:32,233:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1162: H:8, E:1, P:4, Prefs[10]: C1932, C1839, C1976, C1362, C341, C378, C1065, C486, C53, C1605>
2015-03-18 12:52:32,233:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1163: H:3, E:6, P:1, Prefs[10]: C929, C436, C1037, C471, C1114, C1019, C903, C453, C1353, C1712>
2015-03-18 12:52:32,234:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1164: H:6, E:9, P:10, Prefs[10]: C642, C1829, C889, C1764, C1216, C1909, C1748, C1115, C475, C646>
2015-03-18 12:52:32,236:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1165: H:6, E:8, P:4, Prefs[10]: C927, C1077, C1358, C1617, C290, C661, C765, C1373, C1319, C1900>
2015-03-18 12:52:32,236:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1166: H:10, E:2, P:10, Prefs[10]: C499, C1525, C1980, C674, C561, C1640, C1380, C492, C502, C1868>
2015-03-18 12:52:32,237:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1167: H:9, E:7, P:2, Prefs[10]: C85, C44, C709, C1574, C1555, C1546, C735, C1057, C1465, C120>
2015-03-18 12:52:32,239:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1168: H:4, E:5, P:0, Prefs[10]: C262, C1642, C834, C1211, C668, C1953, C1002, C1791, C1567, C1435>
2015-03-18 12:52:32,240:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1169: H:1, E:9, P:10, Prefs[10]: C490, C1298, C898, C969, C1451, C1369, C1201, C664, C1626, C1613>
2015-03-18 12:52:32,240:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1170: H:7, E:5, P:8, Prefs[10]: C355, C1209, C1410, C924, C1418, C1223, C525, C271, C438, C1782>
2015-03-18 12:52:32,242:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1171: H:3, E:5, P:5, Prefs[10]: C1841, C98, C174, C1487, C716, C1801, C616, C954, C1440, C977>
2015-03-18 12:52:32,243:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1172: H:1, E:8, P:10, Prefs[10]: C222, C518, C1972, C1606, C886, C148, C345, C1516, C1306, C1954>
2015-03-18 12:52:32,243:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #1173: H:3, E:8, P:6, Prefs[10]: C861, C1761, C1756, C358, C1012, C1037, C555, C1061, C629, C274>
